latency_ns,cdf
2.06e+06,0.450195
2.06e+06,0.450684
2.06e+06,0.451172
2.06e+06,0.45166
2.06e+06,0.452148
2.06e+06,0.452637
2.06e+06,0.453125
2.06e+06,0.453613
2.06e+06,0.454102
2.06e+06,0.45459
2.06e+06,0.455078
2.06e+06,0.455566
2.06e+06,0.456055
2.06e+06,0.456543
2.06e+06,0.457031
2.06e+06,0.45752
2.06e+06,0.458008
2.06e+06,0.458496
2.06e+06,0.458984
2.06e+06,0.459473
2.06e+06,0.459961
2.06e+06,0.460449
2.06e+06,0.460938
2.06e+06,0.461426
2.06e+06,0.461914
2.06e+06,0.462402
2.06e+06,0.462891
2.06e+06,0.463379
2.06e+06,0.463867
2.06e+06,0.464355
2.06e+06,0.464844
2.06e+06,0.465332
2.06e+06,0.46582
2.06e+06,0.466309
2.06e+06,0.466797
2.06e+06,0.467285
2.06e+06,0.467773
2.06e+06,0.468262
2.06e+06,0.46875
2.06e+06,0.469238
2.06e+06,0.469727
2.06e+06,0.470215
2.06e+06,0.470703
2.06e+06,0.471191
2.06e+06,0.47168
2.06e+06,0.472168
2.06e+06,0.472656
2.06e+06,0.473145
2.06e+06,0.473633
2.06e+06,0.474121
2.06e+06,0.474609
2.06e+06,0.475098
2.06e+06,0.475586
2.06e+06,0.476074
2.06e+06,0.476562
2.06e+06,0.477051
2.06e+06,0.477539
2.06e+06,0.478027
2.06e+06,0.478516
2.06e+06,0.479004
2.06e+06,0.479492
2.06e+06,0.47998
2.06e+06,0.480469
2.06e+06,0.480957
2.06e+06,0.481445
2.06e+06,0.481934
2.06e+06,0.482422
2.06e+06,0.48291
2.06e+06,0.483398
2.06e+06,0.483887
2.06e+06,0.484375
2.06e+06,0.484863
2.06e+06,0.485352
2.06e+06,0.48584
2.06e+06,0.486328
2.08e+06,0.486816
2.08e+06,0.487305
2.08e+06,0.487793
2.08e+06,0.488281
2.08e+06,0.48877
2.08e+06,0.489258
2.08e+06,0.489746
2.08e+06,0.490234
2.08e+06,0.490723
2.08e+06,0.491211
2.08e+06,0.491699
2.08e+06,0.492188
2.08e+06,0.492676
2.08e+06,0.493164
2.08e+06,0.493652
2.08e+06,0.494141
2.08e+06,0.494629
2.08e+06,0.495117
2.08e+06,0.495605
2.08e+06,0.496094
2.08e+06,0.496582
2.08e+06,0.49707
2.08e+06,0.497559
2.08e+06,0.498047
2.08e+06,0.498535
2.08e+06,0.499023
2.08e+06,0.499512
2.08e+06,0.5
2.08e+06,0.500488
2.08e+06,0.500977
2.08e+06,0.501465
2.08e+06,0.501953
2.08e+06,0.502441
2.08e+06,0.50293
2.08e+06,0.503418
2.08e+06,0.503906
2.08e+06,0.504395
2.08e+06,0.504883
2.08e+06,0.505371
2.08e+06,0.505859
2.08e+06,0.506348
2.08e+06,0.506836
2.08e+06,0.507324
2.08e+06,0.507812
2.08e+06,0.508301
2.08e+06,0.508789
2.08e+06,0.509277
2.08e+06,0.509766
2.08e+06,0.510254
2.08e+06,0.510742
2.08e+06,0.51123
2.08e+06,0.511719
2.08e+06,0.512207
2.08e+06,0.512695
2.08e+06,0.513184
2.08e+06,0.513672
2.08e+06,0.51416
2.08e+06,0.514648
2.08e+06,0.515137
2.08e+06,0.515625
2.08e+06,0.516113
2.08e+06,0.516602
2.08e+06,0.51709
2.08e+06,0.517578
2.08e+06,0.518066
2.08e+06,0.518555
2.08e+06,0.519043
2.08e+06,0.519531
2.08e+06,0.52002
2.08e+06,0.520508
2.08e+06,0.520996
2.08e+06,0.521484
2.08e+06,0.521973
2.08e+06,0.522461
2.08e+06,0.522949
2.08e+06,0.523438
2.08e+06,0.523926
2.08e+06,0.524414
2.08e+06,0.524902
2.08e+06,0.525391
2.08e+06,0.525879
2.08e+06,0.526367
2.08e+06,0.526855
2.08e+06,0.527344
2.08e+06,0.527832
2.08e+06,0.52832
2.08e+06,0.528809
2.08e+06,0.529297
2.08e+06,0.529785
2.08e+06,0.530273
2.08e+06,0.530762
2.08e+06,0.53125
2.08e+06,0.531738
2.08e+06,0.532227
2.08e+06,0.532715
2.08e+06,0.533203
2.08e+06,0.533691
2.08e+06,0.53418
2.08e+06,0.534668
2.08e+06,0.535156
2.08e+06,0.535645
2.08e+06,0.536133
2.08e+06,0.536621
2.08e+06,0.537109
2.08e+06,0.537598
2.08e+06,0.538086
2.08e+06,0.538574
2.08e+06,0.539062
2.08e+06,0.539551
2.08e+06,0.540039
2.08e+06,0.540527
2.08e+06,0.541016
2.08e+06,0.541504
2.08e+06,0.541992
2.08e+06,0.54248
2.08e+06,0.542969
2.08e+06,0.543457
2.08e+06,0.543945
2.08e+06,0.544434
2.08e+06,0.544922
2.08e+06,0.54541
2.08e+06,0.545898
2.08e+06,0.546387
2.08e+06,0.546875
2.08e+06,0.547363
2.08e+06,0.547852
2.08e+06,0.54834
2.08e+06,0.548828
2.08e+06,0.549316
2.08e+06,0.549805
2.08e+06,0.550293
2.08e+06,0.550781
2.08e+06,0.55127
2.08e+06,0.551758
2.08e+06,0.552246
2.08e+06,0.552734
2.08e+06,0.553223
2.08e+06,0.553711
2.08e+06,0.554199
2.08e+06,0.554688
2.08e+06,0.555176
2.08e+06,0.555664
2.08e+06,0.556152
2.08e+06,0.556641
2.08e+06,0.557129
2.08e+06,0.557617
2.08e+06,0.558105
2.08e+06,0.558594
2.08e+06,0.559082
2.08e+06,0.55957
2.08e+06,0.560059
2.08e+06,0.560547
